State Name,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Other,Grand Total,total-charging-stations,Charging_Station_Share (%),Chargers per 1k EVs,EV_per_Station,State Population (millions),State Area (km²),Urbanization Rate (%),EV-Friendly Policy Score,EV Registrations (in thousands),Electricity Rate (Rs/unit),Smart Cities Count
Bihar,60018,74305,2004,337.8,408.3,23,8,5,614,19247,296,17.02,5.175819,3988.381892,247.55,138397.61,56.49,7,598,8.13,14
Maharashtra,63665,43058,8139,4.9,494.1,14,6,7,1282,15197,129,23.55,3.114767,1967.150115,83.27,249092.43,41.27,10,509,7.55,10
Rajasthan,25359,90109,2852,42.6,31.3,28,2,7,495,94992,667,1.16,0.840649,2497.41524,37.94,24803.43,35.49,1,603,7.17,7
Tamil Nadu,11660,39021,7569,447.2,202.5,3,4,8,1101,267197,806,16.63,2.32878,3392.445476,213.97,296468.19,43.93,2,259,3.64,13
Assam,46544,95357,1172,6.0,329.3,15,3,4,1894,264026,433,18.34,2.179902,1531.034772,34.85,41566.72,33.71,4,991,5.81,12
West Bengal,35996,100762,6292,306.8,372.4,14,0,8,369,181494,774,6.57,3.640728,2758.999515,241.53,331553.95,42.46,7,84,8.9,16
Haryana,59693,109886,8702,372.2,404.0,6,7,9,1752,36419,85,2.96,2.507761,4598.509728,8.56,280603.87,60.07,1,421,3.79,19
Uttarakhand,25010,38612,9303,110.4,64.9,7,5,2,1986,54108,798,4.1,5.502911,3226.254933,6.86,127173.18,63.5,4,221,6.07,11
Gujarat,65898,116241,7502,315.9,308.8,25,2,1,833,295309,532,4.82,9.42437,3083.40555,246.81,110455.23,67.16,6,778,6.38,14
Punjab,31377,34455,3076,208.7,439.0,13,8,5,802,199328,16,9.53,6.934768,3385.674621,221.44,188826.06,78.93,7,287,7.64,8
Kerala,44402,110359,5133,484.3,265.9,7,2,8,741,155771,111,1.31,9.296739,1426.923009,62.44,164677.1,56.64,1,355,7.86,2
Madhya Pradesh,18196,105487,6641,341.6,351.6,7,9,9,1796,68079,521,23.96,2.750205,2557.922146,199.37,34121.57,87.81,1,177,8.38,3
Chhattisgarh,29351,12124,5094,232.8,431.0,15,5,6,1038,292450,808,21.75,9.293774,4271.18677,43.59,114298.64,84.77,7,28,6.98,2
Jharkhand,57006,3501,6245,107.8,110.2,16,9,4,626,297441,168,20.25,2.864433,2911.628055,97.58,184766.79,63.01,10,765,5.75,16
Odisha,70132,66894,3613,112.3,295.2,7,8,2,1776,75880,329,14.37,9.934478,2668.127699,19.88,283139.02,84.11,4,879,3.76,19
Telangana,47872,62108,6684,87.0,397.6,21,5,0,1846,245057,330,10.22,5.233743,1806.443479,21.65,224663.02,79.66,5,788,8.18,4
Andhra Pradesh,5463,15456,1427,349.1,369.7,9,7,9,316,123936,489,7.84,9.991338,1276.914087,116.01,348377.97,21.98,4,531,4.87,18
Uttar Pradesh,20410,109825,2269,4.4,72.5,5,7,0,52,221308,112,11.03,9.087964,463.90504,110.2,20426.06,77.82,4,191,7.27,16
Delhi,75167,58781,5971,384.7,172.8,7,0,6,1838,270084,957,17.8,4.80551,4759.345868,191.62,217513.79,71.22,8,283,5.82,6
Karnataka,15825,94932,232,26.9,286.5,14,1,7,467,89915,499,18.01,4.302445,1550.799615,78.65,212467.58,42.88,6,392,4.17,3
Bihar,79612,101567,9782,410.3,387.9,22,5,7,1439,130150,805,22.72,7.79452,1123.377008,185.72,337730.06,48.75,7,631,8.67,4
Maharashtra,31457,108746,1164,329.8,291.8,19,1,9,128,107043,15,20.18,6.375536,176.03382,115.47,116382.23,22.53,3,940,4.88,17
Rajasthan,73002,99299,4203,311.2,377.6,27,4,6,1256,224160,267,5.71,2.178763,388.844652,212.58,68998.91,74.3,6,295,4.29,11
Tamil Nadu,55974,101970,6980,245.6,171.9,9,9,5,1709,112889,699,15.84,6.027206,415.567694,169.66,337152.31,25.33,9,521,5.97,7
Assam,78261,110960,4787,28.7,119.0,9,6,3,204,236475,980,4.11,1.624722,390.327116,200.29,145694.57,61.08,9,997,7.8,15
West Bengal,16285,86154,1921,421.2,138.3,8,5,4,558,160848,454,1.0,4.838708,3896.203091,160.49,122276.36,54.3,3,142,6.93,12
Haryana,79756,15044,4710,99.8,166.0,19,2,6,1953,119614,627,4.37,3.035094,300.486085,118.44,170846.66,84.69,10,822,4.02,7
Uttarakhand,21468,57681,3574,226.7,96.6,9,4,4,1807,145724,96,8.1,5.883413,2936.844324,8.17,91765.84,74.37,6,104,4.31,6
Gujarat,64267,116559,5050,272.6,382.2,17,0,9,1453,195871,359,18.25,7.433056,2146.13001,159.85,132786.71,62.58,6,555,6.93,14
Punjab,79109,48890,5061,192.5,426.0,3,5,7,1323,66764,857,18.03,7.214963,4194.578825,52.6,99102.53,67.14,2,819,6.47,4
Kerala,6565,91719,8386,77.5,446.4,22,6,5,982,149521,456,6.96,3.34647,3462.294723,117.79,235095.8,44.34,10,742,7.25,4
Madhya Pradesh,35242,92511,8151,258.7,484.7,2,2,1,286,283924,285,4.86,7.350636,4910.662783,192.18,46789.57,50.59,6,852,6.73,10
Chhattisgarh,42841,5308,3688,135.2,388.5,3,4,4,474,293683,301,12.92,0.211387,3797.897705,124.46,44402.62,54.64,3,915,4.27,18
Jharkhand,63787,68148,834,333.3,245.5,21,1,5,852,206141,582,13.39,9.853715,4610.40828,102.83,184758.04,86.13,10,381,4.47,3
Odisha,60601,82338,4028,187.3,173.7,7,8,4,988,148480,320,5.26,3.348679,2531.012374,152.53,316104.56,44.13,9,506,3.86,17
Telangana,7549,2057,2551,325.0,271.3,27,7,2,1568,130091,816,2.65,2.198652,4927.812684,119.28,243563.72,46.71,1,944,7.31,8
Andhra Pradesh,46941,70856,4700,432.9,467.8,23,6,5,66,36281,195,21.66,4.415207,1653.357181,125.52,251030.71,25.09,5,172,6.31,7
Uttar Pradesh,45861,2713,7067,216.4,366.5,9,8,0,42,38077,995,3.67,9.640302,4962.705185,239.19,54785.51,66.3,1,611,4.52,2
Delhi,37385,111560,2835,355.5,249.4,24,0,5,1309,265231,386,10.67,1.374459,4679.905365,9.57,60268.44,48.75,8,398,4.85,8
Karnataka,79012,46359,8253,136.6,78.4,24,9,4,1462,112308,552,0.92,6.043114,1014.997627,167.22,42842.04,77.54,8,788,8.54,14
Bihar,69229,14624,1047,363.1,317.7,7,0,3,845,79791,200,17.79,4.331387,4863.536054,180.57,20715.83,38.61,1,53,7.64,1
Maharashtra,64770,93461,9094,324.4,403.0,19,9,3,258,199392,454,0.69,9.240441,4855.986588,183.42,209187.91,68.95,6,685,7.47,12
Rajasthan,20325,40148,1061,40.2,96.6,16,6,3,1931,30873,39,24.82,6.514951,3207.483307,72.1,188569.65,61.89,3,214,8.38,4
Tamil Nadu,57860,90451,1622,27.9,284.5,24,7,5,1217,206923,960,9.84,1.027114,2090.913873,184.84,13689.31,35.05,2,485,8.09,4
Assam,58814,27589,7844,298.0,168.7,12,1,3,1733,51127,295,2.42,4.109961,4835.038884,97.75,12405.28,27.7,6,820,5.55,16
West Bengal,70031,23059,333,140.1,360.5,16,7,3,1363,18476,995,11.59,7.711688,4014.882393,147.67,110710.4,20.03,10,331,7.82,11
Haryana,44030,13656,2675,210.9,141.8,9,6,9,346,279872,214,22.55,1.89192,2936.484427,208.86,215517.42,40.21,1,701,7.02,17
Uttarakhand,40340,99585,9851,18.1,86.5,3,7,9,360,140653,905,24.54,6.588073,2843.21848,235.32,31378.96,51.4,7,387,3.05,6
Gujarat,58425,62415,1093,290.8,98.2,19,2,0,1058,114218,704,1.88,7.945089,1427.559425,226.94,252864.26,53.36,5,734,7.4,16
Punjab,43928,1743,9316,439.9,285.2,20,3,8,458,168989,64,14.55,0.167547,1060.719035,191.99,278275.05,54.51,3,794,5.01,7
Kerala,34567,32956,3382,479.6,278.9,27,7,0,1301,158101,342,16.07,5.325392,1224.997238,223.39,307997.14,37.7,8,191,5.67,15
Madhya Pradesh,2173,80017,4605,41.5,106.6,10,3,5,7,79511,218,19.67,4.373397,1860.899661,235.25,254761.14,20.92,5,100,6.4,7
Chhattisgarh,3945,109520,5082,81.2,296.6,2,3,6,1058,213276,791,23.25,7.502264,616.778656,198.93,18428.13,21.45,7,425,6.85,13
Jharkhand,5514,37246,3533,162.7,467.8,21,3,4,1175,30331,198,0.57,1.177617,723.191683,11.39,15184.04,84.52,4,287,3.79,4
Odisha,52326,101633,1274,152.0,446.3,0,4,3,929,32946,816,17.79,9.928269,2300.519034,225.95,139585.02,67.78,4,432,6.06,11
Telangana,26060,113833,5427,343.3,148.7,7,8,6,864,219264,730,12.94,8.203671,3185.900425,10.99,142116.21,26.26,6,597,3.29,1
Andhra Pradesh,71562,100571,7239,331.6,435.1,1,6,0,1650,25316,440,17.13,1.781503,1704.796799,244.09,86441.96,67.09,7,80,4.18,14
Uttar Pradesh,68207,46163,2992,413.1,16.6,3,9,0,1939,174651,255,11.47,0.316176,3371.921283,109.51,338251.16,43.34,1,207,4.58,19
Delhi,49523,51649,3914,370.6,269.6,24,8,9,1635,45686,342,23.17,0.549984,2388.051845,127.09,108782.19,73.74,6,208,4.34,10
Karnataka,72339,39589,5998,21.0,249.6,6,9,9,1278,114714,625,10.17,1.990655,65.335761,35.48,164304.23,87.67,2,232,8.57,13
Bihar,66400,77835,1946,482.8,229.9,18,2,7,1702,139852,461,18.18,8.506364,2864.453956,51.07,221897.79,74.55,4,792,5.22,9
Maharashtra,53036,66355,8196,446.1,448.4,8,1,9,1335,272665,588,16.27,6.485784,2998.911079,221.12,117016.5,58.08,10,915,8.61,15
Rajasthan,6490,109583,6153,337.8,175.3,6,7,4,1868,79083,609,20.59,1.366876,3658.83004,137.46,68493.09,64.21,5,12,5.02,15
Tamil Nadu,18503,13692,4186,445.2,326.5,4,0,0,1197,137412,440,12.88,5.374052,1671.992037,171.95,270140.08,20.1,10,690,8.93,12
Assam,31592,60239,3084,3.4,95.4,27,7,8,1470,142651,283,21.63,5.972447,2391.072395,198.04,46210.48,49.98,4,929,6.55,11
West Bengal,61934,30145,258,244.7,132.7,29,5,2,496,250181,424,12.84,8.271215,3332.00932,217.0,175144.37,85.47,9,354,6.51,14
Haryana,42526,5596,6881,493.8,96.7,27,3,8,1847,232671,28,11.26,5.176199,2531.543976,22.05,138483.19,80.84,3,335,7.05,13
Uttarakhand,12875,15292,4790,49.6,287.6,29,1,8,248,125942,25,24.6,1.595385,4818.384047,184.04,44519.84,80.81,1,760,3.64,7
Gujarat,63575,87499,7611,403.5,93.9,23,4,9,236,229199,160,12.14,4.795598,2824.28397,79.47,279372.25,40.62,2,634,5.32,1
Punjab,66503,26963,8912,299.9,335.0,24,3,8,1658,54923,538,5.52,9.102274,93.460734,166.93,191262.73,87.32,5,565,7.71,9
Kerala,6979,64401,1185,430.0,158.7,22,8,9,108,163460,608,18.77,9.26378,3449.337828,157.35,81623.94,33.8,9,72,8.02,3
Madhya Pradesh,30118,8339,9979,377.6,165.2,29,7,9,1702,209583,574,19.12,6.302726,665.846177,221.85,38650.59,63.14,10,505,8.52,1
Chhattisgarh,58730,78927,591,104.5,194.7,2,3,0,1869,127020,565,9.69,9.292694,2927.672551,133.49,138215.07,84.32,6,952,7.11,12
Jharkhand,31160,101409,1551,52.8,25.2,11,2,2,241,161304,53,14.12,0.102449,2352.249719,44.28,176241.92,45.39,10,770,4.28,14
Odisha,23434,89995,4844,358.1,327.4,21,4,5,1686,41244,959,17.72,9.941779,2026.540937,37.05,68672.59,20.55,7,667,8.07,19
Telangana,26776,68763,9560,215.6,373.0,23,8,9,1729,244751,153,11.41,3.736122,348.674319,207.62,248544.59,78.13,9,584,3.56,15
Andhra Pradesh,65184,103089,5707,26.7,173.2,13,3,6,997,200022,491,9.44,6.705047,782.338305,145.31,26876.16,46.7,9,259,6.9,15
Uttar Pradesh,53345,24581,563,271.9,112.5,23,6,0,1995,97574,327,2.98,5.22313,2512.915387,23.67,130166.08,63.3,10,441,8.25,17
Delhi,62325,100700,2040,103.6,292.9,12,9,1,77,282630,773,6.91,5.240074,804.261237,64.66,329204.2,83.51,1,737,4.0,10
Karnataka,15807,88759,2766,283.1,190.6,8,2,0,255,148947,152,14.89,9.608765,3642.818704,76.02,252041.47,30.85,2,938,8.12,11
Bihar,42004,38771,5440,298.3,423.8,17,8,8,1882,144982,258,22.41,1.235237,480.708112,219.43,44405.76,21.06,6,736,6.06,3
Maharashtra,26076,41010,5869,41.6,225.3,16,4,9,1210,267203,915,7.07,2.700795,2326.818147,134.17,254607.02,56.94,9,552,5.26,1
Rajasthan,58939,41700,5827,175.7,380.9,25,5,4,1099,155801,163,7.97,7.132406,2065.837714,31.05,186502.15,57.38,1,764,4.28,16
Tamil Nadu,75906,17447,4308,324.9,41.8,8,3,8,1262,147203,326,12.31,6.016294,2273.489629,63.66,327689.31,45.35,8,738,4.06,17
Assam,29485,111621,1875,44.1,99.7,9,7,4,1293,270824,346,1.46,9.055118,3479.924276,105.09,136855.5,39.31,4,99,4.27,4
West Bengal,25837,92807,2210,418.2,493.0,20,5,3,916,16807,237,22.58,8.604474,4319.773919,241.63,316950.99,52.67,5,492,7.17,10
Haryana,39435,19082,6690,78.1,102.8,18,6,4,1477,45667,49,10.57,7.221396,4013.99372,171.23,312709.42,72.25,6,196,4.48,10
Uttarakhand,38216,43970,6113,175.1,243.1,21,7,2,348,131255,340,6.02,9.984783,393.774662,223.09,205444.5,75.06,5,114,4.18,19
Gujarat,29728,47500,4541,264.7,467.6,2,5,7,1752,272930,896,6.6,9.504888,1693.065882,246.31,332809.41,77.6,8,547,4.41,17
Punjab,46985,95479,227,317.5,268.1,13,4,1,1632,232803,872,24.69,8.69105,1076.738929,24.58,138649.92,55.39,9,720,7.88,17
Kerala,2345,66513,6474,216.8,275.8,9,1,1,356,154713,512,18.25,8.620887,3986.069519,32.32,39834.9,70.43,3,408,3.98,18
Madhya Pradesh,49594,82886,7442,478.2,237.1,9,7,0,1427,19539,108,14.38,5.438288,1257.867927,108.18,267485.43,48.75,7,857,6.07,14
Chhattisgarh,13887,100023,282,322.3,385.0,26,6,8,267,80243,928,2.78,6.797997,3890.472385,246.38,155555.95,53.17,10,714,4.68,3
Jharkhand,42691,15602,307,435.9,330.0,19,0,2,1894,16685,740,18.03,5.176517,3433.787371,152.12,88543.44,31.98,8,715,6.91,5
Odisha,61143,84360,6588,280.1,58.8,2,4,2,101,145469,160,2.49,7.341019,182.496523,158.96,40293.45,86.2,9,323,5.21,14
Telangana,52123,5386,7177,133.9,117.7,5,9,6,117,179129,873,16.67,2.586608,3936.494256,222.11,17200.46,61.81,10,902,5.86,19
Andhra Pradesh,4129,107077,7050,438.1,259.4,3,8,5,323,222810,491,5.82,9.982983,778.90666,58.8,149476.45,42.85,7,922,4.7,10
Uttar Pradesh,7190,10500,4214,156.8,256.0,4,1,1,1805,36365,661,0.8,8.625203,4768.202152,115.75,187330.28,51.77,10,563,4.05,16
Delhi,75322,80270,2164,2.8,485.5,1,7,2,1742,272335,707,3.98,4.303439,1080.42454,61.07,26294.32,30.53,10,922,3.68,2
Karnataka,61176,58516,972,345.4,374.8,26,0,6,107,174847,808,21.73,8.745976,1077.698119,44.31,268862.76,39.93,7,295,3.28,11
Bihar,7316,77099,2225,49.3,103.4,16,0,0,1539,189992,314,17.26,8.6348,1364.320141,191.67,72559.81,83.98,3,860,5.12,7
Maharashtra,35237,23937,8753,59.0,165.0,9,1,6,88,179926,461,13.59,8.349487,1331.578482,194.74,81336.46,59.3,8,959,3.03,19
Rajasthan,41852,83136,5306,116.5,65.2,20,1,5,131,74535,182,23.62,8.960436,4774.409165,237.79,200650.35,84.85,3,518,3.6,5
Tamil Nadu,44279,65922,438,83.2,393.8,9,0,6,772,144873,229,17.91,8.729309,4336.697819,28.0,81570.03,52.69,5,968,3.39,8
Assam,75043,51889,6924,70.4,419.6,0,4,2,184,25297,997,10.05,1.09257,4636.953422,82.6,223054.71,76.98,6,751,5.12,14
West Bengal,28045,49858,3339,461.7,242.6,16,8,0,1538,158658,415,6.44,5.151387,3474.40235,184.26,118296.03,71.11,3,24,3.05,16
Haryana,38904,107340,8004,405.6,267.7,22,5,1,289,98225,112,2.46,4.295702,1377.956036,239.06,137131.7,68.59,10,409,7.17,12
Uttarakhand,38956,9352,981,115.1,131.9,14,8,3,591,168676,256,19.77,5.284493,4961.363526,30.47,202988.46,59.42,4,559,6.22,4
Gujarat,35017,35599,4725,352.0,338.2,27,8,4,63,118455,178,22.44,5.197385,1149.140103,95.43,148616.65,23.64,8,686,7.8,2
Punjab,18017,32600,7002,459.1,241.2,22,0,5,1984,181253,142,21.7,2.05869,3323.271513,167.3,124451.78,57.68,7,864,8.17,18
Kerala,79801,43152,1727,24.6,469.2,11,0,5,949,267041,571,0.89,7.505998,1837.232589,52.71,203498.01,69.73,6,890,7.28,9
Madhya Pradesh,31489,85647,9884,141.3,444.6,7,8,6,1247,273347,349,6.82,2.357846,1279.592578,69.68,216669.87,35.69,10,906,3.12,6
Chhattisgarh,74396,22282,6106,146.0,483.2,24,2,3,465,270689,375,19.17,3.285552,3509.560165,114.14,86566.55,40.59,4,65,7.44,10
Jharkhand,60688,43003,9852,331.9,378.6,18,1,4,1359,116545,507,9.7,9.358753,1038.029638,70.04,277032.04,42.82,9,860,4.8,8
Odisha,32898,93658,6890,476.1,349.7,27,8,1,352,80553,939,17.89,7.902169,2503.323412,49.62,259349.78,41.66,3,573,6.86,9
Telangana,38631,4874,5271,29.7,334.0,17,9,2,268,167778,894,24.74,6.334828,1936.999915,154.57,54018.19,65.51,1,308,3.54,2
Andhra Pradesh,5124,15548,8061,11.4,366.8,4,7,6,1112,55219,73,9.72,1.098972,4448.058825,28.63,209598.93,51.19,3,196,6.13,16
Uttar Pradesh,5456,88440,3742,243.0,474.8,12,4,0,1156,112564,168,11.2,3.688058,2615.634454,162.72,202367.09,30.5,8,636,3.82,12
Delhi,11508,1510,4362,480.6,368.5,5,2,3,1167,86012,225,11.88,6.343049,796.237345,145.45,135340.9,36.11,4,675,5.93,9
Karnataka,25583,63979,1357,451.9,147.4,18,7,2,1895,123490,846,24.75,1.275447,628.171041,107.55,244071.36,28.87,9,564,4.43,17
Bihar,78069,97919,241,354.3,319.2,11,2,2,1339,55210,224,17.94,0.553659,1951.486995,243.05,38702.24,59.1,3,815,5.7,11
Maharashtra,2567,8438,2954,380.7,306.1,15,9,2,826,249572,347,12.4,7.748255,794.697477,91.36,237179.25,87.6,7,18,7.09,18
Rajasthan,3774,3050,7340,23.8,283.1,27,1,5,70,94822,815,18.47,3.687952,3084.055983,190.2,342760.8,74.69,4,718,5.4,17
Tamil Nadu,26972,6207,9884,485.1,478.7,1,7,5,986,105900,515,12.03,4.388331,711.178748,55.66,255771.93,89.09,9,287,8.2,11
Assam,19177,62364,4998,431.5,28.9,21,6,5,681,244406,123,3.26,7.863697,1545.743166,233.95,65283.18,24.28,10,65,4.21,19
West Bengal,10390,73228,6832,35.4,245.7,14,2,8,1713,108493,509,5.03,4.759822,1697.025348,32.22,180549.85,39.75,10,708,7.72,7
Haryana,41543,79180,4391,237.8,220.9,23,6,8,803,196955,891,14.73,1.982448,748.227478,162.3,223393.36,20.29,1,848,8.44,13
Uttarakhand,25773,76131,2353,135.6,288.9,23,3,2,327,268152,822,9.43,1.764963,3104.299354,161.17,274090.06,22.95,10,38,3.38,4
Gujarat,20779,94602,8287,33.4,347.6,20,1,4,1565,198844,998,8.34,3.227385,3882.015396,57.52,88547.18,85.02,10,372,3.96,5
Punjab,77557,36795,3472,98.9,182.0,16,5,9,1469,158690,872,18.01,8.50748,1229.848309,36.69,333017.96,44.18,6,501,7.71,10
Kerala,13626,90741,5953,154.1,42.1,28,4,1,1748,245299,661,24.95,4.171193,4417.545214,156.53,81235.93,65.73,10,324,5.72,15
Madhya Pradesh,48126,105838,8547,69.0,405.3,22,4,4,395,167785,240,10.64,8.405165,1469.688212,171.65,199316.84,71.59,8,913,5.25,15
Chhattisgarh,63166,21610,1473,417.9,102.5,2,7,2,1190,15142,187,17.98,4.226148,87.148884,206.17,326156.9,42.2,7,170,5.59,16
Jharkhand,22182,73893,4870,51.9,190.5,18,9,0,847,93263,842,22.83,2.528943,2214.582214,205.35,254667.49,63.43,1,407,3.58,17
Odisha,41991,45406,989,484.0,435.3,2,2,2,322,99236,946,15.23,8.02743,2741.5157,175.11,327803.11,51.23,5,32,5.26,19
Telangana,30930,47460,4030,45.8,362.8,21,9,3,1321,106744,799,23.18,0.55334,1520.468881,13.46,228380.22,58.06,5,749,8.76,6
Andhra Pradesh,55912,4387,965,427.4,8.2,10,0,5,192,279263,644,11.71,0.605563,4959.12078,158.44,321608.73,88.19,8,423,7.5,15
Uttar Pradesh,72385,32796,4376,471.1,239.7,21,9,3,402,211398,427,15.57,6.976113,3993.09599,131.58,142497.65,28.99,3,102,6.65,13
Delhi,31816,80025,1671,494.3,382.0,29,3,4,707,138225,552,21.55,4.955428,4050.505581,52.64,52542.05,23.15,5,96,7.44,8
Karnataka,47368,73987,1658,380.2,332.2,22,4,0,930,115565,520,6.37,1.225419,1782.427792,7.87,22513.08,67.19,1,900,8.42,19
Bihar,7219,66534,9562,145.7,135.0,16,5,5,1903,129009,188,11.23,3.991075,4325.971424,221.81,340898.27,81.94,2,201,6.31,8
Maharashtra,71316,114198,1506,164.8,466.3,11,8,1,758,205257,165,23.46,9.951483,3597.366961,108.61,263758.02,31.51,2,201,3.01,18
Rajasthan,5251,10274,7124,223.7,9.0,28,2,9,1082,106762,101,19.67,4.888308,2436.79985,168.28,288324.57,74.44,2,32,5.23,13
Tamil Nadu,62862,101580,9959,291.6,333.7,20,9,8,516,271491,320,20.83,2.060986,1174.02141,134.96,260426.19,82.71,2,366,5.99,16
Assam,23477,17480,2721,316.9,382.6,26,7,9,1824,97858,106,22.64,3.181062,473.592348,196.98,224309.04,72.59,5,578,3.94,3
West Bengal,64337,108306,7499,129.7,181.6,13,9,6,20,122135,43,8.28,2.304507,2031.983848,245.8,108750.52,69.54,1,116,6.67,6
Haryana,61335,66193,3543,446.3,447.9,28,0,8,1851,273467,147,14.4,4.670833,3457.306274,242.91,302494.85,84.91,9,472,5.2,14
Uttarakhand,3283,25293,8177,228.9,5.0,10,4,2,1337,75875,342,18.54,2.344278,3537.234713,246.2,258089.87,40.65,10,40,3.7,19
Gujarat,19269,90571,5814,257.7,253.3,19,4,0,867,131375,53,14.94,9.775204,2244.900488,158.43,116577.54,36.04,4,496,3.1,6
Punjab,4063,70003,3970,120.8,269.2,16,7,7,210,73041,622,5.33,7.55537,3491.769506,69.03,101089.42,44.63,5,938,5.34,10
Kerala,73742,19777,6059,139.9,272.8,21,7,0,422,297936,701,3.81,9.001413,492.077271,103.21,175510.55,85.76,10,940,3.32,12
Madhya Pradesh,14255,116894,7512,497.3,175.5,6,2,6,1755,180367,271,8.84,4.58756,3505.67409,135.48,115232.1,52.34,9,24,6.19,5
Chhattisgarh,57199,32927,8345,434.9,273.8,9,7,1,1406,187612,242,12.9,2.207647,4646.828739,177.36,71021.49,45.14,8,353,3.35,16
Jharkhand,75865,119495,3106,39.3,85.0,0,3,1,1590,63336,468,5.05,6.584962,273.490144,73.87,78770.6,82.94,3,284,4.09,17
Odisha,67652,53875,3181,111.6,362.1,3,9,2,511,20990,726,14.12,1.100414,2244.297645,151.38,267111.82,55.86,7,65,6.11,13
Telangana,8347,21166,5886,19.0,375.6,17,5,9,1327,281405,33,4.34,7.627077,2270.260425,221.06,303338.06,46.17,9,950,8.67,15
Andhra Pradesh,71550,41864,7919,267.8,128.4,25,9,3,681,134942,260,9.97,4.62496,3767.271711,7.03,151089.66,69.21,10,64,3.75,4
Uttar Pradesh,78556,1395,7080,208.3,47.8,10,9,0,1677,199502,110,1.49,3.289783,4022.112045,195.87,205482.66,65.81,2,55,5.49,6
Delhi,33819,66419,119,121.0,256.9,16,9,7,1533,25582,517,1.1,8.416591,3330.821093,203.25,291842.76,57.22,3,791,6.12,11
Karnataka,57522,82946,8999,496.1,275.0,17,7,3,1903,223418,378,5.24,9.777363,2182.462515,234.27,87777.0,75.07,4,321,6.44,17
Bihar,43185,28542,5792,393.3,228.3,1,5,5,293,203511,419,1.49,7.371798,4306.626364,139.15,301817.62,62.24,6,658,5.53,1
Maharashtra,58925,52069,7178,338.4,381.3,25,7,1,1997,71795,526,12.99,9.885473,1488.801074,102.53,207437.74,22.06,9,830,5.77,4
Rajasthan,57265,5356,7574,224.3,97.9,11,2,0,885,105331,579,5.97,6.930141,4552.304124,139.69,302705.8,79.15,4,84,4.01,8
Tamil Nadu,5799,44902,3174,163.1,193.9,26,9,8,1558,152768,978,9.5,9.05756,2648.047129,47.39,241747.07,49.91,3,658,7.3,4
Assam,36451,37913,7563,34.5,291.6,11,9,9,1131,74347,419,19.25,6.371938,611.736933,45.72,262453.94,56.22,4,952,3.57,3
West Bengal,43946,77679,3275,324.4,41.5,25,7,7,1527,59100,53,23.42,4.009498,1080.492557,112.46,166488.84,37.88,3,939,6.34,19
Haryana,30250,22316,8006,42.1,58.5,23,9,6,1884,240892,664,19.26,2.37255,1781.80017,219.07,31998.69,37.16,6,27,5.16,4
Uttarakhand,16458,4184,8486,159.6,358.9,16,3,1,636,77457,105,3.47,3.873549,3067.221031,68.36,12113.48,42.11,5,668,5.45,18
Gujarat,59014,97218,1827,186.6,107.2,3,1,1,1372,170249,910,15.19,3.168527,3898.691974,116.57,324720.86,32.15,8,986,4.69,2
Punjab,65516,56446,1397,422.1,183.3,16,5,4,1407,242779,120,20.93,1.350632,1161.757559,130.71,122491.03,36.4,2,855,6.32,12
Kerala,1610,107080,2889,193.1,272.7,22,9,0,952,100372,193,22.47,0.228907,1471.803593,97.77,276066.21,89.91,8,457,8.64,17
Madhya Pradesh,76340,109051,2999,226.2,94.7,4,1,7,666,23371,598,1.98,5.987585,1835.178174,190.56,132222.3,82.37,6,593,5.52,8
Chhattisgarh,52678,75257,1765,296.3,87.7,24,8,2,1649,281602,807,9.69,4.224539,3905.814288,55.28,337300.55,74.33,4,275,7.22,2
Jharkhand,22674,5227,9693,278.0,441.6,15,7,8,1217,85010,228,1.97,7.353964,1066.271266,233.41,45414.44,77.43,6,310,5.0,2
Odisha,38353,3594,7563,168.0,400.3,19,4,4,855,272879,399,1.55,1.754187,1782.301321,115.13,183079.13,33.48,6,602,7.37,1
Telangana,64161,55110,4168,337.6,225.8,8,5,4,780,133404,507,4.05,6.203995,1589.693696,16.49,321287.16,83.08,6,799,4.93,18
Andhra Pradesh,31091,15007,8475,227.6,469.2,24,4,1,1435,97316,447,8.93,1.992639,2374.937806,152.75,27248.92,20.41,5,235,3.56,9
Uttar Pradesh,43256,106844,7519,376.1,76.6,6,4,1,1870,37220,143,5.28,7.485642,554.772069,63.19,163206.85,80.2,7,618,8.26,1
Delhi,74263,92657,4941,156.7,209.2,11,7,1,1256,184961,328,2.46,5.346516,702.06886,188.33,162428.77,68.07,3,249,6.88,2
Karnataka,69773,55295,988,293.7,450.7,15,7,1,439,281482,286,12.62,4.808718,199.5773,112.18,292735.93,76.24,1,254,5.37,15
Bihar,5614,40725,589,263.3,33.1,5,1,5,715,61715,976,24.1,8.731111,2020.574467,163.78,124864.55,26.78,7,88,8.4,11
Maharashtra,22509,104527,8412,60.8,21.6,5,6,9,110,153011,354,4.13,0.216189,3564.497887,6.22,70262.63,68.78,4,798,4.83,4
Rajasthan,27011,101922,2588,189.0,131.6,29,1,5,1281,273980,370,16.48,7.457483,1026.813582,213.8,14216.64,22.81,8,808,8.37,8
Tamil Nadu,8643,29041,8168,422.6,76.1,8,5,2,1726,120826,659,4.05,8.261818,800.469795,62.28,180312.74,73.28,5,429,4.86,6
